Time,Event,Pid,File,Directory,IP,Port,Country,Download (bytes),Upload (bytes),Protocol
2023-02-15 15-37-09,Data transferred,8032,svchost.exe,C:\WINDOWS\system32,,,,217,0,UDP
2023-02-15 15-37-09,Data transferred,8032,svchost.exe,C:\WINDOWS\system32,,,,0,179,UDP
2023-02-15 15-37-09,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-37-09,Data transferred,,,,,,,45420,810,TCP
2023-02-15 15-37-09,Data transferred,8032,svchost.exe,C:\WINDOWS\system32,,,,0,179,UDP
2023-02-15 15-37-09,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-37-08,Data transferred,8032,svchost.exe,C:\WINDOWS\system32,,,,217,0,UDP
2023-02-15 15-37-08,Data transferred,,,,,,,686,0,UDP
2023-02-15 15-37-08,Data transferred,,,,,,,43906,756,TCP
2023-02-15 15-37-08,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-37-07,Data transferred,,,,,,,0,90,IGMP
2023-02-15 15-37-07,Data transferred,,,,,,,45420,810,TCP
2023-02-15 15-37-07,Data transferred,,,,,,,0,54,IGMP
2023-02-15 15-37-07,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-37-07,Data transferred,,,,,,,278,180,IGMP
2023-02-15 15-37-07,Data transferred,14748,msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application,,,,1390,570,UDP
2023-02-15 15-37-07,Data transferred,8032,svchost.exe,C:\WINDOWS\system32,,,,0,90,UDP
2023-02-15 15-37-07,Data transferred,,,,,,,0,90,UDP
2023-02-15 15-37-07,Data transferred,,,,,,,0,184,IGMP
2023-02-15 15-37-07,Data transferred,14748,msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application,,,,1428,400,UDP
2023-02-15 15-37-07,Data transferred,8032,svchost.exe,C:\WINDOWS\system32,,,,0,179,UDP
2023-02-15 15-37-07,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-37-06,Data transferred,,,,,,,0,180,IGMP
2023-02-15 15-37-06,Data transferred,,,,,,,0,90,UDP
