Time,Event,Pid,File,Directory,IP,Port,Country,Download (bytes),Upload (bytes),Protocol
2023-02-15 15-22-40,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-22-40,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-22-40,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-39,Data transferred,,,,,,,1082,0,UDP
2023-02-15 15-22-39,Data transferred,,,,,,,217,0,UDP
2023-02-15 15-22-39,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-38,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-38,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-22-37,Data transferred,15456,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,144.126.243.118,8000,Singapore,66,55,TCP
2023-02-15 15-22-37,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-36,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-22-36,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-35,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-34,Data transferred,,,,,,,718,0,UDP
2023-02-15 15-22-34,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-33,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-32,Data transferred,,,,,,,698,0,UDP
2023-02-15 15-22-32,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-22-32,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-31,Data transferred,,,,,,,718,0,UDP
2023-02-15 15-22-31,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-22-31,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-30,Data transferred,,,,,,,718,0,UDP
2023-02-15 15-22-30,Data transferred,,,,,,,698,0,UDP
2023-02-15 15-22-30,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-29,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-28,Data transferred,,,,,,,718,0,UDP
2023-02-15 15-22-28,Data transferred,,,,,,,698,0,UDP
2023-02-15 15-22-28,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-22-28,Data transferred,15456,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,142.250.4.94,443,United States,66,55,TCP
2023-02-15 15-22-28,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-27,Data transferred,15652,SeriousBit.NetBalancer.UI.exe,C:\Program Files\NetBalancer,185.197.161.81,443,Latvia,411,54,TCP
2023-02-15 15-22-27,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-27,Data transferred,,,,,,,1436,0,UDP
2023-02-15 15-22-27,Data transferred,,,,,,,718,0,UDP
2023-02-15 15-22-27,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-22-27,Data transferred,,,,,,,2792,0,UDP
2023-02-15 15-22-27,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-22-26,Data transferred,15456,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,74.125.68.95,443,United States,66,55,TCP
2023-02-15 15-22-26,Data transferred,15652,SeriousBit.NetBalancer.UI.exe,C:\Program Files\NetBalancer,185.197.161.81,443,Latvia,5124,867,TCP
2023-02-15 15-22-26,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-25,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-22-25,Data transferred,15652,SeriousBit.NetBalancer.UI.exe,C:\Program Files\NetBalancer,185.197.161.81,443,Latvia,0,66,TCP
2023-02-15 15-22-25,Data transferred,,,,,,,523,75,UDP
2023-02-15 15-22-25,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-24,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-22-24,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-23,Data transferred,4740,MsMpEng.exe,,20.205.248.27,443,Singapore,659,54,TCP
2023-02-15 15-22-23,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-22,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-22-22,Data transferred,,,,,,,1028,0,UDP
2023-02-15 15-22-22,Data transferred,4740,MsMpEng.exe,,20.205.248.27,443,Singapore,171,6709,TCP
2023-02-15 15-22-22,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-21,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-22-21,Data transferred,4740,MsMpEng.exe,,20.205.248.27,443,Singapore,4098,707,TCP
2023-02-15 15-22-21,Data transferred,,,,,,,404,78,UDP
2023-02-15 15-22-21,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-20,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-22-20,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-22-20,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-19,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-18,Data transferred,,,,,,,301,0,UDP
2023-02-15 15-22-18,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-17,Data transferred,,,,,,,742,0,UDP
2023-02-15 15-22-17,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-22-16,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-15,Data transferred,,,,,,,398,0,UDP
2023-02-15 15-22-15,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-14,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-13,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-12,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-22-12,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-11,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-22-11,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-10,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-10,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-22-10,Data transferred,,,,,,,398,0,UDP
2023-02-15 15-22-09,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-09,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-22-08,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-07,Data transferred,,,,,,,92,0,UDP
2023-02-15 15-22-07,Data transferred,,,,,,,1370,0,UDP
2023-02-15 15-22-07,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-22-07,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-06,Data transferred,,,,,,,184,0,UDP
2023-02-15 15-22-06,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-22-06,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-22-05,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-05,Data transferred,,,,,,,686,0,UDP
2023-02-15 15-22-05,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-22-04,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-04,Data transferred,,,,,,,92,0,UDP
2023-02-15 15-22-04,Data transferred,,,,,,,434,0,UDP
2023-02-15 15-22-04,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-22-03,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-02,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-02,Data transferred,,,,,,,92,0,UDP
2023-02-15 15-22-02,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-22-01,Data transferred,15456,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,172.253.118.188,443,United States,66,55,TCP
2023-02-15 15-22-01,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-01,Data transferred,,,,,,,92,0,UDP
2023-02-15 15-22-01,Data transferred,,,,,,,216,0,UDP
2023-02-15 15-22-01,Data transferred,,,,,,,575,0,UDP
2023-02-15 15-22-00,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-22-00,Data transferred,,,,,,,184,0,UDP
2023-02-15 15-22-00,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-21-59,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-59,Data transferred,,,,,,,92,0,UDP
2023-02-15 15-21-59,Data transferred,,,,,,,216,0,UDP
2023-02-15 15-21-59,Data transferred,,,,,,,686,0,UDP
2023-02-15 15-21-58,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-58,Data transferred,,,,,,,575,0,UDP
2023-02-15 15-21-57,Data transferred,15456,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,144.126.243.118,8000,Singapore,60,55,TCP
2023-02-15 15-21-57,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-57,Data transferred,,,,,,,184,0,UDP
2023-02-15 15-21-57,Data transferred,,,,,,,686,0,UDP
2023-02-15 15-21-57,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-21-56,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-55,Data transferred,15456,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,2426,0,UDP
2023-02-15 15-21-55,Data transferred,,,,,,,240,0,IGMP
2023-02-15 15-21-55,Data transferred,,,,,,,92,0,UDP
2023-02-15 15-21-55,Data transferred,15456,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,2066,0,UDP
2023-02-15 15-21-55,Data transferred,,,,,,,216,0,UDP
2023-02-15 15-21-55,Data transferred,,,,,,,1030,0,UDP
2023-02-15 15-21-55,Data transferred,,,,,,,792,0,UDP
2023-02-15 15-21-55,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-54,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-54,Data transferred,,,,,,,613,0,UDP
2023-02-15 15-21-53,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-53,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-21-53,Data transferred,,,,,,,1028,0,UDP
2023-02-15 15-21-52,Data transferred,15456,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,144.126.243.118,8000,Singapore,66,0,TCP
2023-02-15 15-21-52,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-52,Data transferred,,,,,,,60,0,IGMP
2023-02-15 15-21-52,Data transferred,,,,,,,684,0,UDP
2023-02-15 15-21-52,Data transferred,,,,,,,217,0,UDP
2023-02-15 15-21-51,Data transferred,15456,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,144.126.243.118,8000,Singapore,0,55,TCP
2023-02-15 15-21-51,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-50,Data transferred,,,,,,,176,0,IGMP
2023-02-15 15-21-50,Data transferred,,,,,,,688,0,UDP
2023-02-15 15-21-50,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-21-50,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-49,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-49,Data transferred,,,,,,,157,0,UDP
2023-02-15 15-21-49,Data transferred,,,,,,,875,0,UDP
2023-02-15 15-21-49,Data transferred,,,,,,,497,0,UDP
2023-02-15 15-21-49,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-21-48,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-48,Data transferred,,,,,,,301,0,UDP
2023-02-15 15-21-48,Data transferred,,,,,,,666,0,UDP
2023-02-15 15-21-48,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-21-47,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-47,Data transferred,,,,,,,686,0,UDP
2023-02-15 15-21-47,Data transferred,,,,,,,189,0,UDP
2023-02-15 15-21-47,Data transferred,,,,,,,666,0,UDP
2023-02-15 15-21-47,Data transferred,,,,,,,354,0,UDP
2023-02-15 15-21-47,Data transferred,,,,,,,398,0,UDP
2023-02-15 15-21-46,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-46,Data transferred,,,,,,,686,0,UDP
2023-02-15 15-21-46,Data transferred,,,,,,,157,0,UDP
2023-02-15 15-21-46,Data transferred,,,,,,,322,0,UDP
2023-02-15 15-21-45,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-21-44,Data transferred,,,,,,,686,0,UDP
2023-02-15 15-21-44,Data transferred,,,,,,,1332,0,UDP
