Time,Event,Pid,File,Directory,IP,Port,Country,Download (bytes),Upload (bytes),Protocol
2023-02-01 15-11-45,Data transferred,,,,,,,1432,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,698,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,714,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,718,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,60,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,217,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,698,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,5494,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,3840,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,3940,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,1554,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,4656,0,UDP
2023-02-01 15-11-45,Data transferred,,,,,,,342,0,UDP
2023-02-01 15-11-43,Data transferred,,,,,,,718,0,UDP
2023-02-01 15-11-43,Data transferred,,,,,,,718,0,UDP
2023-02-01 15-11-43,Data transferred,,,,,,,301,0,UDP
2023-02-01 15-11-43,Data transferred,,,,,,,698,0,UDP
2023-02-01 15-11-42,Data transferred,,,,,,,1432,0,UDP
2023-02-01 15-11-42,Data transferred,,,,,,,2090,0,UDP
2023-02-01 15-11-42,Data transferred,,,,,,,1432,0,UDP
2023-02-01 15-11-42,Data transferred,,,,,,,2090,0,UDP
2023-02-01 15-11-41,Data transferred,,,,,,,2150,0,UDP
2023-02-01 15-11-41,Data transferred,,,,,,,84,0,UDP
2023-02-01 15-11-41,Data transferred,,,,,,,1392,0,UDP
2023-02-01 15-11-41,Data transferred,,,,,,,2150,0,UDP
2023-02-01 15-11-41,Data transferred,,,,,,,2090,0,UDP
2023-02-01 15-11-40,Data transferred,,,,,,,5018,0,UDP
2023-02-01 15-11-40,Data transferred,,,,,,,5572,0,UDP
2023-02-01 15-11-40,Data transferred,,,,,,,3672,0,UDP
2023-02-01 15-11-40,Data transferred,,,,,,,42,0,UDP
2023-02-01 15-11-40,Data transferred,,,,,,,3478,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,1436,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,1390,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,42,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,150,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,2090,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,364,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,800,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,95,0,TCP
2023-02-01 15-11-39,Data transferred,,,,,,,379,0,TCP
2023-02-01 15-11-39,Data transferred,,,,,,,1436,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,960,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,714,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,420,0,IGMP
2023-02-01 15-11-39,Data transferred,,,,,,,2090,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,800,0,UDP
2023-02-01 15-11-39,Data transferred,,,,,,,398,0,UDP
2023-02-01 15-11-38,Data transferred,,,,,,,60,0,UDP
2023-02-01 15-11-38,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-11-38,Data transferred,,,,,,,398,0,UDP
2023-02-01 15-11-38,Data transferred,,,,,,,216,348,TCP
2023-02-01 15-11-38,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-11-34,Data transferred,,,,,,,1458,0,UDP
2023-02-01 15-11-34,Data transferred,,,,,,,66,0,TCP
2023-02-01 15-11-34,Data transferred,,,,,,,42,42,UDP
2023-02-01 15-11-34,Data transferred,,,,,,,1871,0,UDP
2023-02-01 15-11-34,Data transferred,,,,,,,181,0,TCP
2023-02-01 15-11-34,Data transferred,,,,,,,366,0,UDP
2023-02-01 15-11-34,Data transferred,,,,,,,517,0,UDP
2023-02-01 15-11-34,Data transferred,,,,,,,342,0,UDP
2023-02-01 15-11-32,Data transferred,,,,,,,1273,0,UDP
2023-02-01 15-11-32,Data transferred,,,,,,,183,0,UDP
2023-02-01 15-11-32,Data transferred,,,,,,,1702,0,UDP
2023-02-01 15-11-32,Data transferred,,,,,,,398,0,UDP
2023-02-01 15-11-31,Data transferred,7324,WinStore.App.exe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1001.4.0_x64__8wekyb3d8bbwe,23.195.53.124,80,Indonesia,0,54,TCP
2023-02-01 15-11-31,Data transferred,7324,WinStore.App.exe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1001.4.0_x64__8wekyb3d8bbwe,23.195.53.187,443,Indonesia,0,54,TCP
2023-02-01 15-11-31,Data transferred,7324,WinStore.App.exe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1001.4.0_x64__8wekyb3d8bbwe,23.195.53.187,443,Indonesia,0,54,TCP
2023-02-01 15-11-31,Data transferred,7324,WinStore.App.exe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1001.4.0_x64__8wekyb3d8bbwe,23.195.53.187,443,Indonesia,0,54,TCP
2023-02-01 15-11-31,Data transferred,7324,WinStore.App.exe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1001.4.0_x64__8wekyb3d8bbwe,23.195.53.124,80,Indonesia,0,54,TCP
2023-02-01 15-11-31,Data transferred,7324,WinStore.App.exe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1001.4.0_x64__8wekyb3d8bbwe,23.195.53.124,80,Indonesia,0,54,TCP
2023-02-01 15-11-31,Data transferred,7324,WinStore.App.exe,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1001.4.0_x64__8wekyb3d8bbwe,23.195.53.187,443,Indonesia,0,54,TCP
