time,pid,port,download_(bytes),upload_(bytes),app,media,user
2023-06-15 14:57:10,57936.0,101985.0,18251,708,siruntu,webcam,viewer_7
2023-06-15 14:57:11,41176.0,92674.0,17562,734,siruntu,webcam,viewer_7
2023-06-15 14:57:12,25140.0,87801.0,25797,732,siruntu,webcam,viewer_7
2023-06-15 14:57:13,16760.0,24744.0,21530,820,siruntu,webcam,viewer_7
2023-06-15 14:57:14,33520.0,91279.0,21930,906,siruntu,webcam,viewer_7
2023-06-15 14:57:15,25140.0,87801.0,22296,844,siruntu,webcam,viewer_7
2023-06-15 14:57:16,25140.0,101270.0,19686,882,siruntu,webcam,viewer_7
2023-06-15 14:57:17,33520.0,106712.0,20677,886,siruntu,webcam,viewer_7
2023-06-15 14:57:18,16760.0,24744.0,20933,732,siruntu,webcam,viewer_7
2023-06-15 14:57:20,25140.0,87801.0,21141,732,siruntu,webcam,viewer_7
2023-06-15 14:57:21,25140.0,87801.0,15910,732,siruntu,webcam,viewer_7
2023-06-15 14:57:22,16760.0,22389.0,11639,428,siruntu,webcam,viewer_7
2023-06-15 14:57:23,8380.0,18911.0,30391,536,siruntu,webcam,viewer_7
2023-06-15 14:57:24,20588.0,20811.0,19612,664,siruntu,webcam,viewer_7
2023-06-15 14:57:25,20588.0,20811.0,22467,806,siruntu,webcam,viewer_7
2023-06-15 14:57:26,20588.0,20811.0,17682,664,siruntu,webcam,viewer_7
2023-06-15 14:57:27,25140.0,57124.0,20945,756,siruntu,webcam,viewer_7
2023-06-15 14:57:28,8380.0,18911.0,20327,560,siruntu,webcam,viewer_7
2023-06-15 14:57:29,8380.0,18911.0,17040,560,siruntu,webcam,viewer_7
2023-06-15 14:57:30,16760.0,22389.0,13411,740,siruntu,webcam,viewer_7
2023-06-15 14:57:31,16760.0,37822.0,18878,490,siruntu,webcam,viewer_7
2023-06-15 14:57:32,8380.0,18911.0,20240,590,siruntu,webcam,viewer_7
2023-06-15 14:57:33,8380.0,18911.0,20830,560,siruntu,webcam,viewer_7
2023-06-15 14:57:34,8380.0,18911.0,16453,336,siruntu,webcam,viewer_7
2023-06-15 14:57:35,8380.0,18911.0,20616,702,siruntu,webcam,viewer_7
2023-06-15 14:57:36,16760.0,38213.0,22768,510,siruntu,webcam,viewer_7
2023-06-15 14:57:37,16760.0,38213.0,29510,790,siruntu,webcam,viewer_7
2023-06-15 14:57:38,16760.0,22389.0,22745,622,siruntu,webcam,viewer_7
2023-06-15 14:57:39,16760.0,18964.0,20654,448,siruntu,webcam,viewer_7
2023-06-15 14:57:40,8380.0,18911.0,14838,590,siruntu,webcam,viewer_7
2023-06-15 14:57:41,8380.0,18911.0,21636,536,siruntu,webcam,viewer_7
2023-06-15 14:57:43,8380.0,18911.0,20564,702,siruntu,webcam,viewer_7
2023-06-15 14:57:44,8380.0,18911.0,22886,448,siruntu,webcam,viewer_7
2023-06-15 14:57:45,16760.0,37822.0,18748,490,siruntu,webcam,viewer_7
2023-06-15 14:57:46,8380.0,18911.0,20958,590,siruntu,webcam,viewer_7
2023-06-15 14:57:47,16760.0,38213.0,16061,772,siruntu,webcam,viewer_7
2023-06-15 14:57:48,16760.0,38213.0,26780,702,siruntu,webcam,viewer_7
2023-06-15 14:57:49,8380.0,18911.0,16971,448,siruntu,webcam,viewer_7
2023-06-15 14:57:50,8380.0,18911.0,19001,448,siruntu,webcam,viewer_7
