time,pid,port,download_(bytes),upload_(bytes),app,media,user
2023-06-14 14:31:21,9576.0,8801.0,36305,4525,zoom,webcam,viewer_1
2023-06-14 14:31:22,9576.0,8801.0,41273,5579,zoom,webcam,viewer_1
2023-06-14 14:31:23,9576.0,8801.0,38490,4972,zoom,webcam,viewer_1
2023-06-14 14:31:24,9576.0,8801.0,37131,4886,zoom,webcam,viewer_1
2023-06-14 14:31:25,9576.0,8801.0,43245,5036,zoom,webcam,viewer_1
2023-06-14 14:31:26,9576.0,8801.0,37545,4707,zoom,webcam,viewer_1
2023-06-14 14:31:27,9576.0,8801.0,59527,7471,zoom,webcam,viewer_1
2023-06-14 14:31:28,9576.0,8801.0,29046,4073,zoom,webcam,viewer_1
2023-06-14 14:31:29,9576.0,8801.0,40072,5207,zoom,webcam,viewer_1
2023-06-14 14:31:30,9576.0,8801.0,44550,4771,zoom,webcam,viewer_1
2023-06-14 14:31:31,9576.0,8801.0,30987,3747,zoom,webcam,viewer_1
2023-06-14 14:31:32,9576.0,8801.0,42223,5108,zoom,webcam,viewer_1
2023-06-14 14:31:33,9576.0,8801.0,29930,4073,zoom,webcam,viewer_1
2023-06-14 14:31:34,9576.0,8801.0,41603,5036,zoom,webcam,viewer_1
2023-06-14 14:31:35,9576.0,8801.0,54358,6363,zoom,webcam,viewer_1
2023-06-14 14:31:36,9576.0,8801.0,35892,4287,zoom,webcam,viewer_1
2023-06-14 14:31:37,9576.0,8801.0,42371,6022,zoom,webcam,viewer_1
2023-06-14 14:31:38,9576.0,8801.0,37488,4894,zoom,webcam,viewer_1
2023-06-14 14:31:39,9576.0,8801.0,37901,4600,zoom,webcam,viewer_1
2023-06-14 14:31:40,9576.0,8801.0,17234,2156,zoom,webcam,viewer_1
2023-06-14 14:31:42,19152.0,9244.0,26583,3726,zoom,webcam,viewer_1
2023-06-14 14:31:43,9576.0,8801.0,98477,10788,zoom,webcam,viewer_1
2023-06-14 14:31:44,9576.0,8801.0,80226,6984,zoom,webcam,viewer_1
2023-06-14 14:31:45,19152.0,17602.0,80398,7601,zoom,webcam,viewer_1
2023-06-14 14:31:46,9576.0,8801.0,90125,8937,zoom,webcam,viewer_1
2023-06-14 14:31:47,9576.0,8801.0,77423,7610,zoom,webcam,viewer_1
2023-06-14 14:31:48,9576.0,8801.0,105947,9683,zoom,webcam,viewer_1
2023-06-14 14:31:49,9576.0,8801.0,96896,8295,zoom,webcam,viewer_1
2023-06-14 14:31:50,9576.0,8801.0,91025,7769,zoom,webcam,viewer_1
2023-06-14 14:31:51,9576.0,8801.0,94760,8058,zoom,webcam,viewer_1
2023-06-14 14:31:52,9576.0,8801.0,83780,6826,zoom,webcam,viewer_1
2023-06-14 14:31:53,9576.0,8801.0,97741,7907,zoom,webcam,viewer_1
2023-06-14 14:31:54,9576.0,8801.0,88946,6743,zoom,webcam,viewer_1
2023-06-14 14:31:55,9576.0,8801.0,81805,6235,zoom,webcam,viewer_1
2023-06-14 14:31:56,9576.0,8801.0,69269,5029,zoom,webcam,viewer_1
2023-06-14 14:31:57,9576.0,8801.0,116281,11473,zoom,webcam,viewer_1
2023-06-14 14:31:58,9576.0,8801.0,112244,8329,zoom,webcam,viewer_1
2023-06-14 14:31:59,9576.0,8801.0,103280,6722,zoom,webcam,viewer_1
2023-06-14 14:32:00,9576.0,8801.0,106824,7079,zoom,webcam,viewer_1
2023-06-14 14:32:01,9576.0,8801.0,109282,7864,zoom,webcam,viewer_1
