Time,Event,Pid,File,Directory,IP,Port,Country,Download (bytes),Upload (bytes),Protocol
2023-02-01 15-09-47,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-46,Data transferred,,,,,,,198,162,TCP
2023-02-01 15-09-46,Data transferred,,,,,,,301,0,UDP
2023-02-01 15-09-46,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-46,Data transferred,,,,,,,1030,0,UDP
2023-02-01 15-09-45,Data transferred,,,,,,,217,0,UDP
2023-02-01 15-09-44,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-44,Data transferred,,,,,,,398,0,UDP
2023-02-01 15-09-42,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-42,Data transferred,,,,,,,344,0,UDP
2023-02-01 15-09-41,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-41,Data transferred,,,,,,,398,0,UDP
2023-02-01 15-09-39,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-39,Data transferred,,,,,,,344,0,UDP
2023-02-01 15-09-38,Data transferred,3108,svchost.exe,c:\windows\system32,20.198.119.84,443,India,216,319,TCP
2023-02-01 15-09-37,Data transferred,,,,,,,1086,0,UDP
2023-02-01 15-09-36,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-36,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-36,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-36,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-36,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-36,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-35,Data transferred,,,,,,,836,0,UDP
2023-02-01 15-09-35,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-09-34,Data transferred,2492,svchost.exe,c:\windows\system32,,,,605,0,UDP
2023-02-01 15-09-34,Data transferred,,,,,,,836,0,UDP
2023-02-01 15-09-34,Data transferred,2492,svchost.exe,c:\windows\system32,,,,585,0,UDP
2023-02-01 15-09-34,Data transferred,,,,,,,816,0,UDP
2023-02-01 15-09-34,Data transferred,,,,,,,836,0,UDP
2023-02-01 15-09-34,Data transferred,,,,,,,1672,0,UDP
2023-02-01 15-09-34,Data transferred,,,,,,,3264,0,UDP
2023-02-01 15-09-33,Data transferred,388,SearchUI.exe,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy,13.107.21.200,443,United States,0,54,TCP
2023-02-01 15-09-33,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-32,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-32,Data transferred,,,,,,,344,0,UDP
2023-02-01 15-09-32,Data transferred,5688,CCleaner64.exe,C:\Program Files\CCleaner,34.117.223.223,443,United States,0,54,TCP
2023-02-01 15-09-31,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-31,Data transferred,5688,CCleaner64.exe,C:\Program Files\CCleaner,34.117.223.223,443,United States,5265,616,TCP
2023-02-01 15-09-31,Data transferred,,,,,,,143,82,UDP
2023-02-01 15-09-30,Data transferred,2492,svchost.exe,c:\windows\system32,,,,382,0,UDP
2023-02-01 15-09-30,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-30,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-30,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-30,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-30,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-30,Data transferred,2492,svchost.exe,c:\windows\system32,,,,42,42,UDP
2023-02-01 15-09-30,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-30,Data transferred,2492,svchost.exe,c:\windows\system32,,,,362,0,UDP
2023-02-01 15-09-29,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-09-28,Data transferred,388,SearchUI.exe,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy,13.107.21.200,443,United States,1004,4961,TCP
2023-02-01 15-09-27,Data transferred,1732,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,172.217.194.188,5228,United States,0,54,TCP
2023-02-01 15-09-27,Data transferred,388,SearchUI.exe,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy,13.107.21.200,443,United States,386,842,TCP
2023-02-01 15-09-27,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-27,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-26,Data transferred,6392,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,756,0,UDP
2023-02-01 15-09-26,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-26,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-26,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-26,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-26,Data transferred,,,,,,,0,66,TCP
2023-02-01 15-09-26,Data transferred,2492,svchost.exe,c:\windows\system32,,,,215,0,UDP
2023-02-01 15-09-26,Data transferred,6392,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,716,0,UDP
2023-02-01 15-09-26,Data transferred,2492,svchost.exe,c:\windows\system32,,,,230,0,UDP
2023-02-01 15-09-26,Data transferred,,,,,,,143,273,UDP
2023-02-01 15-09-26,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-25,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-25,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-24,Data transferred,,,,,,,179,0,UDP
2023-02-01 15-09-24,Data transferred,,,,,,,686,0,UDP
2023-02-01 15-09-24,Data transferred,6392,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,446,0,UDP
2023-02-01 15-09-24,Data transferred,,,,,,,42,0,ICMP
2023-02-01 15-09-24,Data transferred,6392,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,426,0,UDP
2023-02-01 15-09-24,Data transferred,,,,,,,74,74,ICMP
2023-02-01 15-09-23,Data transferred,6392,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,382,0,UDP
2023-02-01 15-09-23,Data transferred,,,,,,,42,0,ICMP
2023-02-01 15-09-23,Data transferred,6392,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,,,,362,0,UDP
