Time,Event,Pid,File,Directory,IP,Port,Country,Download (bytes),Upload (bytes),Protocol
2023-02-15 15-34-12,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-12,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-34-11,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-11,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-34-10,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-10,Data transferred,,,,,,,180,0,UDP
2023-02-15 15-34-10,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-34-09,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-08,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-08,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,60,0,UDP
2023-02-15 15-34-08,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-15 15-34-07,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-06,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-05,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,60,0,UDP
2023-02-15 15-34-05,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-15 15-34-05,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-34-05,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-04,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-04,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,60,0,UDP
2023-02-15 15-34-04,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-15 15-34-03,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-03,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,434,0,UDP
2023-02-15 15-34-02,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-01,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-15 15-34-01,Data transferred,3420,svchost.exe,C:\Windows\system32,20.198.119.143,443,India,225,364,TCP
2023-02-15 15-34-01,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-34-00,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,60,0,UDP
2023-02-15 15-34-00,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-15 15-34-00,Data transferred,12776,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,172.253.118.188,443,United States,66,55,TCP
2023-02-15 15-34-00,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-59,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-15 15-33-59,Data transferred,,,,,,,1028,0,UDP
2023-02-15 15-33-59,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-58,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-58,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,396,0,UDP
2023-02-15 15-33-58,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-33-57,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-56,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-56,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-15 15-33-56,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-33-55,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-54,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,613,0,UDP
2023-02-15 15-33-54,Data transferred,,,,,,,398,0,UDP
2023-02-15 15-33-54,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-53,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,434,0,UDP
2023-02-15 15-33-53,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-52,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-15 15-33-52,Data transferred,12776,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,144.126.243.118,8000,Singapore,66,55,TCP
2023-02-15 15-33-52,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-51,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,396,0,UDP
2023-02-15 15-33-51,Data transferred,,,,,,,1086,0,UDP
2023-02-15 15-33-51,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-50,Data transferred,,,,,,,398,0,UDP
2023-02-15 15-33-50,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-49,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-48,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-15 15-33-48,Data transferred,,,,,,,1030,0,UDP
2023-02-15 15-33-48,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-47,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,301,0,UDP
2023-02-15 15-33-47,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-33-47,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-46,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-46,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,179,0,UDP
2023-02-15 15-33-46,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-33-45,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-44,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-33-44,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-43,Data transferred,,,,,,,95,0,IGMP
2023-02-15 15-33-43,Data transferred,,,,,,,240,0,IGMP
2023-02-15 15-33-43,Data transferred,2532,svchost.exe,C:\Windows\system32,,,,75,0,UDP
2023-02-15 15-33-43,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,396,0,UDP
2023-02-15 15-33-43,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-42,Data transferred,,,,,,,216,0,IGMP
2023-02-15 15-33-42,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-41,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-15 15-33-41,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-40,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
2023-02-15 15-33-40,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-33-40,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-33-39,Data transferred,9308,svchost.exe,C:\Windows\system32,,,,217,0,UDP
