Time,Event,Pid,File,Directory,IP,Port,Country,Download (bytes),Upload (bytes),Protocol
2023-02-15 15-40-56,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-56,Data transferred,,,,,,,740,0,UDP
2023-02-15 15-40-56,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-40-55,Data transferred,,,,,,,252,70,UDP
2023-02-15 15-40-55,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-54,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-40-54,Data transferred,,,,,,,252,70,UDP
2023-02-15 15-40-54,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-53,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-53,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-40-53,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-40-52,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-52,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-40-52,Data transferred,,,,,,,217,0,UDP
2023-02-15 15-40-51,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-50,Data transferred,,,,,,,60,0,IGMP
2023-02-15 15-40-50,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-40-50,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-49,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-49,Data transferred,,,,,,,95,0,IGMP
2023-02-15 15-40-49,Data transferred,,,,,,,301,0,UDP
2023-02-15 15-40-49,Data transferred,,,,,,,180,0,IGMP
2023-02-15 15-40-49,Data transferred,,,,,,,75,0,UDP
2023-02-15 15-40-49,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-40-48,Data transferred,,,,,,,1314,0,UDP
2023-02-15 15-40-48,Data transferred,,,,,,,240,0,IGMP
2023-02-15 15-40-48,Data transferred,,,,,,,1114,238,UDP
2023-02-15 15-40-48,Data transferred,,,,,,,396,0,UDP
2023-02-15 15-40-48,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-47,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-47,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-40-46,Data transferred,5720,SeriousBit.NetBalancer.UI.exe,C:\Program Files\NetBalancer,185.197.161.81,443,Latvia,151,54,TCP
2023-02-15 15-40-46,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-45,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-40-45,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-44,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-40-44,Data transferred,,,,,,,344,0,UDP
2023-02-15 15-40-44,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-43,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-42,Data transferred,,,,,,,179,0,UDP
2023-02-15 15-40-42,Data transferred,,,,,,,342,0,UDP
2023-02-15 15-40-42,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-41,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-39,Data transferred,,,,,,,688,0,UDP
2023-02-15 15-40-39,Data transferred,8664,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,144.126.243.118,8000,Singapore,66,55,TCP
2023-02-15 15-40-39,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-38,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-37,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-36,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-35,Data transferred,,,,,,,684,0,UDP
2023-02-15 15-40-35,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-34,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-33,Data transferred,,,,,,,60,0,UDP
2023-02-15 15-40-33,Data transferred,,,,,,,742,0,UDP
2023-02-15 15-40-33,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-32,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-31,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-31,Data transferred,,,,,,,240,0,UDP
2023-02-15 15-40-30,Data transferred,5720,SeriousBit.NetBalancer.UI.exe,C:\Program Files\NetBalancer,185.197.161.81,443,Latvia,731,278,TCP
2023-02-15 15-40-30,Data transferred,8664,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,172.217.194.188,443,United States,66,55,TCP
2023-02-15 15-40-30,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-29,Data transferred,5720,SeriousBit.NetBalancer.UI.exe,C:\Program Files\NetBalancer,185.197.161.81,443,Latvia,4804,589,TCP
2023-02-15 15-40-29,Data transferred,,,,,,,523,75,UDP
2023-02-15 15-40-29,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-29,Data transferred,,,,,,,120,0,UDP
2023-02-15 15-40-29,Data transferred,,,,,,,742,0,UDP
2023-02-15 15-40-28,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-28,Data transferred,,,,,,,120,0,UDP
2023-02-15 15-40-27,Data transferred,,,,,,,60,42,ICMP
2023-02-15 15-40-27,Data transferred,,,,,,,74,74,ICMP
2023-02-15 15-40-27,Data transferred,,,,,,,180,0,UDP
2023-02-15 15-40-27,Data transferred,,,,,,,688,0,UDP
2023-02-15 15-40-26,Data transferred,,,,,,,74,74,ICMP
